,,,,,
"Source:  USCIS, as of June 30, 2017. Notes: All data are based on approved petitions during the fiscal year.  Per USCIS best practices, units of less than 10 are aggregated so as to limit the possibility of the de-anonymization of data.  “D” represents data withheld to protect privacy.  Total number of beneficiaries includes initial, renewal, cap-subject, and cap-exempt petitions. While some company names may appear multiple times, USCIS does not combine companies even where the names are the same because in all cases the employer tax identification numbers are different. Missing Education means the education field is not captured by the USCIS electronic data storage system.  Average salary includes both full-time and part-time employment.  In lieu of the required degree a beneficiary may qualify based on a combination of education, training, and/or progressively responsible experience in the specialty that is equivalent to the completion of such a degree, and recognition of expertise in the specialty through progressively responsible positions directly related to the specialty.",,,,,
Employer Information,,Petition Information by Employer,,,
Employer Tax Number (Last 4 Digits),Employer Name,Total Number of Approved Petitions,Average Salary ($5),Beneficiary Degree/Diploma,
7884,EARTH ISLAND INC,D," 43,160",D,D
9453,AMKOTRON INC,D," 48,027",D,D
0740,PACIFIC ALLIANCE MEDICAL CEN,D," 71,822",D,D
2887,BERNARDO & ASSO SHOE CO DBA,D," 45,000",D,D
3663,BOSLEY INC,D," 74,880",D,D
9487,INNER CITY ARTS,D," 58,240",D,D
9553,STUART REGEN GALLERY,D," 80,000",D,D
1521,HUA NAN COMMERCIAL BANK LTD,D," 43,200",D,D
4314,RICHIN TRADING INC,D," 48,027",D,D
8039,LEE & LEE STRUCTURAL ENGINEE,D," 25,709",D,D
9502,THE TERASAKI FAMILY FOUNDATI,D," 60,715",D,D
0942,LEY GRAND FOODS CORP,D," 30,017",D,D
0812,CANDET PROPERTIES INC,D," 36,020",D,D
3306,KILLEFER FLAMMANG ARCHITECTS,D," 45,000",D,D
5387,FU KONG INC,D," 23,348",D,D
6520,KCC TRANSPORT SYSTEMS INC,D," 37,107",D,D
0805,TENET EMPLOYMENT INC,D," 89,000",D,D
0159,FIELDPIECE INSTRUMENTS INC,D," 95,220",D,D
0502,RAY S PARK CPA OFFICE,D," 48,027",D,D
7891,CHIAO HSIN CHINESE LANGUAGE,D," 25,345",D,D
8333,HEALTH NET INC,D," 141,449",D,D
2715,CHAPARRAL MEDICAL GROUP,D," 180,000",D,D
2803,DR GARY KEVORKIAN DDS,D," 70,000",D,D
0503,KOREAN BUSINESS CENTER LOS A,D," 39,354",D,D
5202,POLYWIN CORPORATION,D," 59,925",D,D
3041,BUSINESS FINANCE CAPITAL,D," 51,615",D,D
3279,PENAVICO GROUP INTL INC,D," 26,884",D,D
3818,KIEFER CONSULTING INC,D," 109,200",D,D
4692,INST FOR MULTICULTURAL COUNS,D," 43,100",D,D
6460,SUPERIOR COMMUNICATIONS INC,D," 40,320",D,D
9164,CAMDEN ASSET MGMT L P,D," 115,000",D,D
0894,NEW REGENCY PRODUCTIONS INC,D," 100,000",D,D
1290,DIARING INC,D," 39,900",D,D
2670,AEROANTENNA TECHNOLOGY INC,D," 91,500",D,D
5997,MUNCHKIN INC,D," 110,000",D,D
6316,KINEMETRICS INC,D," 75,000",D,D
0203,THE VINEYARD OF HOPE,D," 26,520",D,D
0972,STUDIOCANAL US,D," 50,000",D,D
1526,LHV POWER CORP,D," 80,000",D,D
3389,GENERA CORPORATION,D," 40,000",D,D
5445,PAUL MURDOCH ARCHITECTS,D," 56,701",D,D
6136,THE REHAB CTR OF SANTA MONIC,D," 50,447",D,D
0584,HEALTHCARE PARTNERS,D," 190,008",D,D
3699,ALL IN ONE INC,D," 48,027",D,D
3903,CROWN POLY INC,D," 70,000",D,D
4350,JOWETT GARMENTS FACTORY INC,D," 54,000",D,D
8438,U S EQUINE INC,D," 47,000",D,D
9811,GARDEN SUITES HOTEL & RESORT,D," 19,230",D,D
3244,AURORA WORLD INC,D," 59,995",D,D
3658,PRIMANTI MONTESSORI SCHOOL W,D," 28,000",D,D
8988,BEST CELLULAR DISTRIBUTOR IN,D," 27,238",D,D
2052,ENTRUST ADMINISTRATION INC,D," 84,000",D,D
4334,M S AEROSPACE INC,D," 65,000",D,D
6145,SKECHERS USA INC,D," 147,368",D,D
6957,WESTLAKE DAVVAR CORP INTL,D," 33,925",D,D
7389,T H SUNGLASS CORP,D," 35,776",D,D
8226,SISTERS OF THE IMMACULATE HE,D," 42,000",D,D
8808,EUROBUBBLIES INC,D," 106,142",D,D
7746,DYNAMO AVIATION INC,D," 80,000",D,D
1359,KOMPUGARD INC,D," 46,080",D,D
4944,BEVERLY WORLD INDUSTRIES INC,D," 43,160",D,D
6834,IW GROUP INC,D," 67,000",D,D
2733,H&H INDUSTRIAL PRODUCTS INC,D," 64,370",D,D
3184,SENJU PHARMACEUTICAL CO LTD,D," 50,000",D,D
3680,DOMAIN TECH & ECONOMY DEVELO,D," 36,000",D,D
6007,MEDIVERSE INTL INC,D," 38,459",D,D
7433,FINEMAN WEST & CO LLP,D," 72,000",D,D
8164,FOX INTERNATIONAL CHANNELS U,D," 135,000",D,D
0178,NW ENTERTAINMENT INC DBA NEW,D," 75,000",D,D
1722,MAGNUS INTL TRADE SVCS CORP,D," 52,500",D,D
3208,FM SEOUL BANG SONG INC,D," 28,309",D,D
3964,COMPEX LEGAL SVCS INC,D," 100,000",D,D
5516,LIANO INC DBA AAG METAL INDU,D," 59,779",D,D
1634,SIN INTL INC,D," 59,716",D,D
2032,GENERAL ANESTHESIA SPECIALIS,D," 77,025",D,D
2285,METRO GOLDWYN MAYER STUDIOS,D," 145,000",D,D
4282,NOVA ORTHO MED INC,D," 31,200",D,D
4428,DR CAMPBELL DDS INC,D," 77,521",D,D
5999,HTL FURNITURE INC,D," 152,000",D,D
6253,AMSINO INTERNATIONAL INC,D," 90,000",D,D
7756,CEDARS SINAI MEDICAL CENTER,D," 85,280",D,D
8135,TRAVELER S CHOICE TRAVELWARE,D," 48,000",D,D
8570,RAPID FREIGHT INC,D," 38,459",D,D
9824,PONTIS RESEARCH INC,D," 110,000",D,D
3025,CALKO TRANSPORT COMPANY INC,D," 38,434",D,D
4992,WEARTECH INTL INC,D," 69,628",D,D
6802,MASTER SYSTEM INC,D," 29,962",D,D
8919,GEOMECHANICS TECHNOLOGIES IN,D," 121,000",D,D
1233,B H MGMT INC,D," 54,000",D,D
5766,MANHATTAN BEACHWEAR INC,D," 52,000",D,D
6988,TONY BARRA SALES,D," 34,450",D,D
0778,TERUKO WEINBERG INC,D," 54,330",D,D
6379,KAYNE ANDERSON CAPITAL ADVIS,D," 105,000",D,D
9341,CACTUS FASHION INC,D, -,D,D
0645,TEXTILE UNLIMITED CORPORATIO,D," 36,868",D,D
3214,CFR RINKENS LLC,D," 48,027",D,D
4744,MONTESSORI LEARNING CENTER,D," 27,110",D,D
4773,KEELAGHAN ENTERPRISES INC DB,D," 43,940",D,D
5571,NIKRAD ENTERPRISES INC,D, 0,D,D
5633,SHENNEL TRADING GROUP,D," 40,040",D,D
6725,AT ENGINEERING SVCS,D," 69,888",D,D
7975,HONG CHANG CORP,D, 30,D,D
8582,THE LIGHTING DESIGN ALLIANCE,D," 48,464",D,D
9931,SOFT GEL TECHNOLOGIES INC,D," 33,467",D,D
2423,NONGSHIM AMERICA INC,D," 95,500",D,D
8585,MARTINI IOSUE & AKPOVI,D," 85,000",D,D
9996,MED IMAGING CTR OF SOUTHERN,D," 60,000",D,D
0682,CAESARS RIVERBOAT CASINO LC,D," 43,000",D,D
0712,PILOT INC,D," 38,480",D,D
1429,GROUP F BUILDERS INC,D," 54,829",D,D
1684,RKS DESIGN INC,D," 55,000",D,D
2554,JAE MOON CHUNG CPA,D," 48,027",D,D
5106,TOPOCEAN CONSOLIDATION SVC L,D," 39,000",D,D
5590,DYNASTY SHIPPING INC,D," 38,459",D,D
6956,Y K AMERICA GROUP INC,D," 46,920",D,D
7372,PUREGEN TECHNOLOGY INC,D," 24,768",D,D
7555,ROMY J LEE CPA,D," 46,000",D,D
9169,TESHIMA ACCOUNTANCY CORP,D," 50,000",D,D
0673,L A PACIFIC CENTER INC,D," 49,300",D,D
1262,SAM RUBIN ENTERTAINMENT INC,D," 77,000",D,D
2471,MIDAS EXPRESS LOS ANGELES IN,D," 50,731",D,D
6723,C M PROS,D," 72,800",D,D
7572,CEILINGS PLUS,D," 49,920",D,D
8938,HOME CARE OF AMERICA INC,D," 72,800",D,D
9072,CLINICAL MICRO SENSORS INC D,D," 106,002",D,D
9603,MALIBU GENERAL CONTRACTORS I,D," 57,600",D,D
9800,COVENANT INDUSTRIES DBA PEOP,D," 61,110",D,D
0047,WHITE SANDS TECHNOLOGY INC,D," 53,082",D,D
4407,CITSLINC INTL INC,D," 79,581",D,D
5206,BOLIDE TECH GRP INC,D, 23,D,D
7971,HEAR WE GO AGAIN INC,D," 75,000",D,D
9351,SANG AM & ASSOCIATES INC,D," 33,467",D,D
9734,MLT TRADE INTL INC,D," 51,106",D,D
9920,ILY ENTERPRISE INC,D," 46,301",D,D
5216,HANIN FEDERAL CREDIT UNION,D," 47,840",D,D
7422,GETAC INC,D," 69,600",D,D
3987,LENTON PROPERTIES INC,D," 50,816",D,D
7765,KERRIE CHAN CPA,D," 48,027",D,D
8363,NATIONAL SECURITY INDUSTRIES,D," 55,786",D,D
8576,WEST COAST DENTAL SVCS INC,D," 100,000",D,D
8650,GLOBAL LAW GROUP CORPORATION,D," 75,000",D,D
8792,HAMPTON INN SEPULVEDA INC DB,D," 83,533",D,D
9127,LA SPEECH & LANGUAGE THERAPY,D," 62,500",D,D
9853,K O CLOTHING INC,D," 48,027",D,D
1188,LOS ANGELES COLLEGE OF MUSIC,D," 52,000",D,D
1760,U P D INC DBA UNITED PACIFIC,D," 38,480",D,D
2777,C Y GEOTECH INC,D," 32,640",D,D
2781,HARVARD LABEL INC,D," 45,760",D,D
4717,INSIGHT MERCHANDISING LLC,D," 90,000",D,D
9178,SMASHBOX BEAUTY COSMETICS IN,D," 47,257",D,D
0735,OSI ELECTRONICS INC,D," 70,866",D,D
4318,ALPHA IMAGING TECH INC,D," 60,000",D,D
4828,ALLIANCE KNITTERS INC,D," 53,248",D,D
5660,CREDIT CARD SVCS INC,D," 52,307",D,D
5832,DUCOMMUN LABARGE TECHNOLOGIE,D," 110,000",D,D
7444,WILLIAMS & COMPANY CPAS INC,D," 52,500",D,D
9254,VENTURA FOODS LLC,D," 121,000",D,D
2206,KM BIOTECH INC,D," 54,122",D,D
3798,UNICARGO EXPRESS INC DBA DYN,D," 34,320",D,D
5609,SIMULATIONS PLUS INC,D," 85,680",D,D
7178,AGENSYS INC,D," 115,000",D,D
7472,ONCOR CORP DBA DANNE MONTAGU,D," 45,760",D,D
8489,BI SEARCH INTERNATIONAL INC,D," 42,536",D,D
8928,CO ARCHITECTS,D," 62,400",D,D
9369,FOX NEWS NETWORK LLC,D," 52,568",D,D
9971,ARTECNICA INC,D," 27,758",D,D
0250,LANNER ELECTRONICS USA INC,D," 30,000",D,D
0467,W & W CONCEPT INC,D," 44,000",D,D
1267,CALIFORNIA STATE UNIV OFC OF,D," 43,131",D,D
4554,J F SHEA CONSTRUCTION INC,D," 55,000",D,D
5419,JC HORIZON LTD,D," 34,000",D,D
6872,SUPERIOR HOME LOAN INC,D," 37,050",D,D
7377,NONLINEAR ION DYNAMICS LLC,D," 49,421",D,D
7901,IMAGE SOURCE INC DBA BLUEBIR,D," 46,696",D,D
8126,WOOD SMITH HENNING & BERMAN,D," 82,500",D,D
8797,REHRIG PACIFIC CO,D," 109,000",D,D
9510,LAW OFFICES OF ERIC K CHEN,D," 65,000",D,D
9670,RICHARD BERLINER ARCHITECTS,D," 53,000",D,D
1188,TSENG & LEE LLP,D," 40,823",D,D
1227,TC SPOILERS INC,D," 35,100",D,D
2124,CHANG CHANG CHEN & CO CPA S,D," 30,017",D,D
3477,CENTEK CAPITAL GROUP INC,D," 26,000",D,D
4146,DIRECT SERVICE INC,D," 54,080",D,D
6927,JEWELS CONNECTION INC,D, 17,D,D
0298,LESLIES POOLMART INC,D," 75,000",D,D
5454,PACIFIC CELLUPAGE INC,D," 29,889",D,D
5765,MAXZONE VEHICLE LIGHTING COR,D," 33,427",D,D
6137,MANAGED CAREER SOLUTIONS,D," 38,004",D,D
7255,TOUR AMERICA INC,D," 60,500",D,D
0092,ADENNA INC,D," 48,600",D,D
1381,US ATTA INTL CORP,D," 34,996",D,D
4261,MATRIX INTL TEXTILE INC,D," 40,000",D,D
6478,XJ GRAND HOTEL LLC,D," 24,037",D,D
8151,BIG BOY HEADGEAR INC,D," 48,720",D,D
8941,FSY ARCHITECTS INC,D," 68,496",D,D
9719,GLOVIA INTL INC,D," 112,820",D,D
0288,UPULS TRAVEL SERVICE AND TOU,D," 38,450",D,D
0946,SAIFUL BOUQUET STRUCTURAL EN,D," 62,868",D,D
1892,LOGIN CONSULTING SVCS,D," 110,000",D,D
3160,JP ELECTRIC COMPANY,D," 73,300",D,D
3404,PERFORMANCE DESIGNED PRODUCT,D," 73,195",D,D
3693,AMERICAN LEGALNET INC,D," 108,000",D,D
4394,RIDESHARE PORT MGMT LLC DBA,D," 48,027",D,D
9224,GLOBAL COMMUNICATION SEMICON,D," 88,600",D,D
9521,MELONI HRIBAL TRATNER LLP,D," 48,000",D,D
0291,COLLAB9 INC,D, 36,D,D
0651,ANM ENGINEERING INC,D," 70,000",D,D
1154,JOHNNY G SHIH CERTIFIED PUBL,D," 36,000",D,D
2013,LEAPFROG ENTERPRISES INC,D," 90,000",D,D
2674,COURTHOUSE NEWS SERVICE,D," 55,245",D,D
5620,JC FOODSERVICE INC,D," 39,000",D,D
7143,ZHONGLU AMERICA CORP,D," 40,800",D,D
8739,EVEREST TECHNICAL CONSULTANT,D," 65,000",D,D
9865,ORIGIN LLC,D," 115,000",D,D
2869,NATIONAL MERCHANT CENTER INC,D," 95,000",D,D
4862,ASSIGNCORP,D," 105,000",D,D
5106,MAIN PHARMACY,D," 114,400",D,D
5514,CANYON PARTNERS LLC,D," 100,000",D,D
6884,DEBORAH E KIM & ASSO INC,D," 27,600",D,D
8001,WAVECREST INC,D," 92,500",D,D
8854,WOODBURY VILLAGE INC,D," 44,000",D,D
9709,PATRICK H YOUNG CPA AN ACCOU,D," 22,166",D,D
0285,EDGESOFT INC,D," 132,000",D,D
0797,CIRCUIT SERVICES LLC DBA CAR,D," 80,912",D,D
1579,MARTIN TRANSPORTS INTL INC,D," 30,000",D,D
1981,LOGICLAND CORP,D," 171,600",D,D
3053,AES ALAMITOS LLC,D," 187,709",D,D
3342,ESPN DIGITAL MEDIA INC PART,D," 123,000",D,D
3463,EASTERN BROADCASTING AMERICA,D," 29,890",D,D
5265,NBS CORP,D," 22,589",D,D
3289,ALHAMBRA HOSP MED CTR,D," 76,669",D,D
4546,YU & CO,D," 60,000",D,D
5000,KABBALAH CTR INTL INC,D," 63,856",D,D
5947,INTERNEER INC,D," 46,925",D,D
6073,TOTEX MANUFACTURING INC,D," 80,000",D,D
6779,NOBLE AMERICAS ENERGY SOLUTI,D," 70,000",D,D
6978,JPH CONSULTING INC,D," 62,400",D,D
8223,DIANNA WONG ARCHITECTURE & I,D," 34,278",D,D
9742,CHASE DESIGN GROUP,D," 39,000",D,D
0028,WOOD BUSINESS SOLUTIONS INC,D," 50,000",D,D
2547,BRINDERJIT DHILLON DBA 7 ELE,D," 48,100",D,D
3289,ALHAMBRA HOSPITAL MEDICAL CE,D," 50,000",D,D
6738,A J PARENT COMPANY INC,D," 62,317",D,D
7046,BRIGHTON MGMT LLC DBA BRIGHT,D," 58,552",D,D
7420,ENC INC,D," 33,605",D,D
8018,BIOLOGICAL LABORATORY INC,D," 81,120",D,D
3198,SWABPLUS INC,D," 47,486",D,D
3412,PAN CONSTRUCTION INC,D," 31,408",D,D
3722,MICDI PRODUCTIONS INC,D," 36,920",D,D
5936,RICHARD FASHIONS INC,D," 39,003",D,D
6104,TOTAL COMPUTING SOLUTIONS OF,D," 52,000",D,D
7218,DEVELOPER EXPRESS INC,D," 225,000",D,D
9064,UNIVERSAL HOSIERY INC,D," 19,230",D,D
1403,CASTLETON LAW GROUP APC,D," 61,381",D,D
4719,NUTRAMED INC,D," 52,416",D,D
5616,HARMONI INTL SPICE INC CA,D," 43,160",D,D
9630,TOTAL EDUCATION SOLUTIONS IN,D," 99,986",D,D
9933,GRAPHIC IDEAS INC,D," 34,320",D,D
0206,HELLO DESIGN LLC,D," 75,000",D,D
1678,SIMON AND SEAN CONSTRUCTION,D," 34,278",D,D
3995,MIAS FASHION MFG CO INC,D," 42,000",D,D
6621,ATP USA INC,D," 57,949",D,D
6779,BARRAZA & SONS INC,D," 69,264",D,D
8104,KEVIN LI ACCOUNTANCY CORP,D," 30,000",D,D
0534,RIGO INTL INC DBA STARLING S,D," 70,000",D,D
1106,MANDALAY INC,D, 0,D,D
3022,HAMLIN DENTAL GROUP DBA SHAH,D," 49,400",D,D
7742,GRANITE SOFTWARE INC,D," 85,000",D,D
0084,MATERIA INC,D," 55,000",D,D
2178,STEPS APPAREL GROUP INC,D," 54,600",D,D
5040,INNOVATIVE CONSTRUCTION SOLU,D," 65,000",D,D
5747,DAMO TEXTILE INC,D," 40,000",D,D
6447,COMMERCE TECHNOLOGIES CORP D,D," 60,320",D,D
6947,RBC ENTERTAINMENT INC,D, 17,D,D
7242,SKECHERS USA INC II,D," 129,002",D,D
9616,INTERCARE THERAPY INC,D," 52,000",D,D
9837,RE/MAX 2000 REALTY,D," 48,030",D,D
0629,PRANALYTICA INC,D," 74,000",D,D
2878,U S BANKCARD SERVICES INC,D," 38,459",D,D
3684,SOUTH BAY EUROPEAN,D," 66,000",D,D
5972,MPHASIS CORPORATION,D," 73,543",D,D
6056,GELFAND RENNERT & FELDMAN LL,D," 53,000",D,D
8720,MPHASIS CORP,D," 74,416",D,D
9396,CHA FOR TEA INC,D," 32,932",D,D
0392,OMNINET CAPITAL LLC,D," 95,000",D,D
2159,UNICOLORS INC,D," 55,515",D,D
3970,HM CARPET INC DBA HM FLOORIN,D," 79,040",D,D
5077,EVER PACIFIC GRP INC DBA PAC,D," 35,594",D,D
7270,JEFFREY M KALBAN & ASSO ARCH,D," 39,978",D,D
7289,NOVATIME TECHNOLOGY INC,D," 75,000",D,D
8156,NORTH TEXAS STATE HOSPITAL,D," 43,653",D,D
4120,CRENSHAW PHARMCARE INC,D," 24,960",D,D
6443,DCM CREATIONS INC,D," 29,596",D,D
7292,UNLIMITED CONTAINERS INC,D," 39,520",D,D
0771,INTERSTATE REHABILITATION SV,D," 93,600",D,D
0914,VERSA PRODUCTS INC,D," 50,000",D,D
3236,ENTRAVISION COMMUNICATIONS C,D," 95,000",D,D
4714,INFO 2 EXTREME INC,D, 17,D,D
6017,THE HARVEY GRP INC,D," 58,989",D,D
8192,JINKE GROUP USA INC,D," 93,267",D,D
8769,TIRECO INC,D," 80,000",D,D
9340,EMPRISE CONSULTING LLC,D," 65,229",D,D
0100,WARP2BIZ INC,D," 30,017",D,D
1028,YAMA SEIKI USA INC,D," 57,200",D,D
1392,JC CHEMICAL INC,D," 24,768",D,D
4541,TIANCHENG INTERNATIONAL INC,D," 38,311",D,D
6640,TITMOUSE INC,D," 52,000",D,D
0622,VISTA INVESTMENTS LLC,D," 90,000",D,D
4038,ONWARD SYSTEMS INC,D," 75,000",D,D
5039,VIVID NAVIGATION INC,D," 30,000",D,D
6858,CALLSOURCE INC,D," 137,000",D,D
9514,SHEETA GLOBAL TECH CORP,D," 65,000",D,D
0594,DIAMOND BAR OUTDOORS INC,D," 47,216",D,D
1867,REINS INTL CA INC,D," 34,697",D,D
2858,ANTHONY MARTIN MILL MD INC,D," 102,000",D,D
6438,SUMMIT CONSULTING LLC,D," 70,096",D,D
6746,VANCECO INC,D," 52,000",D,D
7302,PHILIP L CHAN CPA,D," 60,112",D,D
7565,VICAR OPERATING INC,D," 62,100",D,D
8119,BIJAN AKHAVAN & CO ACCOUNTAN,D," 27,600",D,D
8195,KAPLAN CHEN KAPLAN,D," 58,240",D,D
4416,ENDEMOL USA INC,D," 50,733",D,D
4595,ADAM & GILA MILSTEIN FAMILY,D," 84,000",D,D
5044,DTI SERVICES INC,D," 77,000",D,D
7779,ICONISUS INC,D," 50,000",D,D
8560,UCI LOGISTICS INC,D," 68,787",D,D
0072,PARCHMENT INC,D," 75,000",D,D
0207,GREENBOX LOANS INC,D," 48,277",D,D
2026,ASOLVA INC,D," 70,000",D,D
2734,GEHRY PARTNERS LLP,D," 66,352",D,D
4735,NEW COVENANT ACADEMY,D," 21,552",D,D
5003,AWARENESS TECHNOLOGIES INC,D," 70,000",D,D
5207,WIMPLUS INC,D," 48,050",D,D
6272,DIAMOND STAR CORP,D," 52,104",D,D
6643,TWANMOH PENG & ASSOC CPAS IN,D," 52,686",D,D
1392,SOLARFLARE COMMUNICATIONS IN,D," 100,000",D,D
8616,TSS WIRELESS INC,D," 125,000",D,D
0910,DNTG,D," 90,000",D,D
4097,RULEMEISTER INC,D," 73,000",D,D
4523,COAST SPORTS LLC,D," 52,000",D,D
4661,JON DAVLER INC,D, 26,D,D
6877,BOINGO WIRELESS INC,D," 112,199",D,D
7653,OPERALIA U S A INC,D," 66,000",D,D
8153,CREW KNITWEAR INC DBA HIATUS,D," 48,027",D,D
9308,BETTER LIFE ADULT DAY HEALTH,D," 42,162",D,D
0172,DSECARGONET USA INC,D," 55,181",D,D
2188,DUTCH LLC,D," 72,000",D,D
3977,CURTCO ROBB MEDIA LLC,D," 100,000",D,D
6466,UNIVERSAL SHIPPING INC,D," 48,027",D,D
8355,OFL BP LLC,D," 53,500",D,D
8707,CHIANG WANG CHIROPRACTIC COR,D," 47,008",D,D
0111,KEVIN HSU CPA A PROFESSIONAL,D," 58,989",D,D
0998,SARANG ADULT DAY HEALTH CARE,D," 36,835",D,D
5509,EVA CARE GROUP,D," 48,027",D,D
5728,LEAN ARCH INC,D," 39,000",D,D
8446,RIVIERA PARTNERS,D," 92,500",D,D
0184,WELL AND FIT ADULT DAY HEALT,D," 31,800",D,D
1842,SBC ACCOUNTANCY CORP,D," 48,027",D,D
0079,GLOBAL COMMUNICATION GRP INC,D," 27,040",D,D
1848,ABC SEWING MACHINE INC,D," 64,376",D,D
2324,ARENAS ENTERTAINMENT LLC,D," 38,489",D,D
7063,DIRECTV LATIN AMERICA LLC,D," 130,000",D,D
0683,CITY OF BURBANK WATER & POWE,D," 79,983",D,D
0941,KERN COUNTY SUPERINTENDENT O,D," 89,255",D,D
0993,DELANO UNION SCHOOL DISTRICT,D," 74,181",D,D
1809,LAKESIDE UNION SCHOOL DISTRI,D," 45,700",D,D
1907,MASTERS COLLEGE & SEMINAR,D," 72,000",D,D
2122,MORONGO UNIFIED SCH DISTRICT,D," 70,007",D,D
2292,ORO GRANDE SCHOOL DISTRICT,D," 40,000",D,D
2781,SAN DIEGO UNIFIED SCHOOL DIS,D," 42,201",D,D
4970,MOJAVE UNIFIED SCHOOL DIST,D," 85,828",D,D
4996,MUROC JOINT UNIFIED SCHOOL D,D," 66,513",D,D
5449,NORTHERN INYO HOSP,D," 73,237",D,D
6179,THE GROVE COMMUNITY CHURCH,D," 24,960",D,D
6072,INTERAMERICAN MOTOR CORP,D," 105,000",D,D
7327,SHARP HEALTHCARE,D," 65,291",D,D
2146,CALIFORNIA INST OF THE ARTS,D," 28,080",D,D
1686,RBI TOYS INC,D, 20,D,D
9720,MPHASIS CORPORATION,D," 74,386",D,D
0113,CALVO S INSURANCE UNDERWRITE,D," 39,998",D,D
1716,GEN CONFERENCE OF SEVENTH DA,D," 145,205",D,D
1865,ARCHDIOCESE OF AGANA BISHOP,D," 37,981",D,D
2032,ARCHDIOCESE OF AGANA/SANTA B,D," 31,000",D,D
5091,MINDTREE LTD,D," 123,750",D,D
9806,TATA CONSULTANCY SVCS LTD,D," 66,100",D,D
2394,UNIV OF SOUTHERN CA,D," 85,000",D,D
3032,JAMES R GLIDEWELL DENTAL CER,D," 73,923",D,D
0212,UNIV OF CALIFORNIA BERKELEY,D," 85,000",D,D
9720,MPHASIS CORPORATION,D," 62,006",D,D
4401,WIPRO LIMITED,D," 61,110",D,D
2919,DEPT OF VA VA SALT LAKE CITY,D," 102,570",D,D
1490,GEN CONFERENCE OF SEVENTH DA,D," 28,995",D,D
5440,WIPRO LIMITED,D," 80,018",D,D
1146,PACIFIC ACCOUNTING SVC INC,D," 33,280",D,D
3204,TESCO CORPORATION US,D," 92,820",D,D
5107,TRIPLE J ENTERPRISES INC,D," 27,500",D,D
5418,ISLAND HOME INSURANCE COMPAN,D," 90,180",D,D
5957,PACIFIC UNLIMITED INC,D," 32,178",D,D
9511,INDUSTRIAL INVESTMENTS CORP,D," 71,302",D,D
6197,MAGNA EXTERIORS & INTERIORS,D," 62,850",D,D
7398,COMMONWEALTH UTILITIES CORP,D," 40,000",D,D
8891,G B T INC,D, 23,D,D
5912,TURKIYE VAKIFLAR BANKASI TAO,D," 74,000",D,D
4401,WIPRO LIMITED,D," 75,546",D,D
2369,DR AUTOMOTIVE INDS OF AMERIC,D," 59,509",D,D
0269,IMAX CORP,D," 50,000",D,D
5501,WIPRO LIMITED,D," 68,723",D,D
1014,QLIKTECH INC,D," 115,000",D,D
1557,ARISE VIRTUAL SOLUTIONS INC,D," 65,000",D,D
2841,RESMED INC,D," 120,000",D,D
4001,WIPRO LIMITED,D," 67,579",D,D
4404,WIPRO LTD,D," 66,976",D,D
4410,WIPRO LIMITED,D," 92,019",D,D
4855,SYMMETRY MEDICAL MANUFACTURI,D," 62,379",D,D
7556,GETTY IMAGES INC SEATTLE,D," 96,226",D,D
2744,ROBECO INVESTMENT MANAGEMENT,D," 180,000",D,D
3622,BANK SINOPAC LOS ANGELES BRA,D," 45,000",D,D
4917,NABTESCO MOTION CONTROL INC,D," 66,726",D,D
4122,THE IAN MARTIN GROUP,D," 54,040",D,D
2631,IBS AMERICA INC,D," 90,000",D,D
5463,CALLISTO INTERGRATION INC,D," 62,500",D,D
5847,559185 ONTARIO LTD DBA CAN-T,D," 149,760",D,D
6859,CERTAINTEED GYPSUM & CEILING,D," 93,060",D,D
7939,SLK AMERICA INC,D," 70,000",D,D
4837,INDO-US MIM TEC P LTD,D," 85,000",D,D
6233,GREEN GAS AMERICAS INC,D," 190,000",D,D
8048,RBC CAPITAL MARKETS ARBITRAG,D," 180,000",D,D
6881,ECLERX LLC,D," 80,000",D,D
4939,SLK AMERICA INC,D," 100,750",D,D
0218,YOSHIMOTO ENTERTAINMENT USA,D," 50,000",D,D
0286,HEWLETT-PACKARD PUERTO RICO,D," 75,275",D,D
0782,TOPRE AMERICA CORPORATION,D," 39,823",D,D
9507,MVISION PRIVATE EQUITY ADVIS,D," 120,000",D,D
4568,DBA HARVEST MART / 3KINGS MA,D," 23,712",D,D
8276,DNB BANK ASA NEW YORK BRANCH,D," 165,000",D,D
8427,BENDON USA INC,D," 57,678",D,D
5935,GHD INC,D," 180,000",D,D
9080,TATA CONSULTANCY SVCS LTD,D," 71,600",D,D
9506,TATA CONSULTANCY SVCS LTD,D," 62,400",D,D
9802,TATA CONSULTANCY SERVICES LI,D," 65,100",D,D
9803,TATA CONSULTING SVCS LTD,D," 83,000",D,D
9860,TATA CONSULTANCY SVCS LTD,D," 64,000",D,D
4930,HURIX SYSTEMS PVT LTD,D," 66,828",D,D
5733,APS ASSET MANAGEMENT USA LLC,D," 138,000",D,D
4091,AIMMS INC,D," 72,000",D,D
0528,EAGLE SHIPPING INTL USA LLC,D," 126,000",D,D
3982,AVORA HOLDINGS LTD,D," 96,000",D,D
5297,GGYAXIS INC,D," 127,500",D,D
8114,QUINTIQ INC,D," 88,124",D,D
8207,NAKASHIMADA ENGINEERING WORK,D," 98,322",D,D
0263,TRANSCANADA USA SERVICES INC,D," 84,456",D,D
2322,IMRIS INC,D," 85,000",D,D
3462,TRILLIANT NETWORKS INC,D," 135,000",D,D
